transaction_id,customer_id,transaction_timestamp,merchant_id,merchant_name,product_category,product_name,amount,fee_amount,cashback_amount,loyalty_points,payment_method,transaction_status,device_type,location_type,currency,updated_at
TXN_20241104_000013,USER_0124,2024-11-04 19:48:39,MERCH_0196,Merchant_0195,Electronics,iPhone 15,2162.14,53.13,58.0,126,UPI,Successful,Web,Suburban,INR,2024-11-04 19:48:39
TXN_20241104_000014,USER_0086,2024-11-04 01:33:42,MERCH_0053,Merchant_0052,Electronics,HP Pavilion,2561.65,56.4,77.29,130,Credit Card,Successful,Android,Urban,INR,2024-11-04 01:33:42
TXN_20241104_000015,USER_0513,2024-11-04 10:07:17,MERCH_0374,Merchant_0373,Food,Masala Dosa,30835.19,827.03,1076.69,2503,Wallet Balance,Successful,iOS,Urban,INR,2024-11-04 10:07:17
TXN_20241104_000016,USER_0748,2024-11-04 04:48:27,MERCH_0014,Ola,Entertainment,Movie Ticket 2,1315.72,35.34,39.01,71,UPI,Successful,Android,Rural,INR,2024-11-04 04:48:27
TXN_20241104_000017,USER_0428,2024-11-04 15:18:33,MERCH_0210,Merchant_0209,Fashion,Ray-Ban Sunglasses,887.79,15.57,0.33,61,UPI,Successful,Android,Suburban,INR,2024-11-04 15:18:33
TXN_20241104_000018,USER_0474,2024-11-04 23:15:28,MERCH_0282,Merchant_0281,Groceries,Rice 25kg,2568.13,64.46,76.68,141,UPI,Successful,Web,Urban,INR,2024-11-04 23:15:28
TXN_20241104_000019,USER_0322,2024-11-04 11:19:22,MERCH_0231,Merchant_0230,Groceries,Vegetables Basket,717.12,12.52,26.34,65,UPI,Successful,Android,Urban,INR,2024-11-04 11:19:22
TXN_20241104_000020,USER_0055,2024-11-04 21:53:18,MERCH_0303,Merchant_0302,Entertainment,Book Novel,2723.24,64.61,12.83,152,UPI,Successful,Android,Suburban,INR,2024-11-04 21:53:18
TXN_20241104_000021,USER_0199,2024-11-04 18:03:41,MERCH_0242,Merchant_0241,Fashion,Adidas Ultraboost,1713.87,27.38,4.93,95,UPI,Successful,Android,Urban,INR,2024-11-04 18:03:41
TXN_20241104_000022,USER_0013,2024-11-04 23:35:42,MERCH_0091,Merchant_0090,Travel,Cab Ride 20km,850.8,25.11,19.11,61,Debit Card,Successful,Android,Urban,INR,2024-11-04 23:35:42
TXN_20241104_000023,USER_0560,2024-11-04 16:57:18,MERCH_0081,Merchant_0080,Health,Yoga Mat,2964.26,63.21,69.16,246,UPI,Successful,iOS,Suburban,INR,2024-11-04 16:57:18
TXN_20241104_000024,USER_0849,2024-11-04 06:38:25,MERCH_0285,Merchant_0284,Groceries,Tea Powder 1kg,2014.89,30.24,28.28,124,UPI,Successful,Android,Urban,INR,2024-11-04 06:38:25
TXN_20241104_000025,USER_0331,2024-11-04 12:20:23,MERCH_0416,Merchant_0415,Bills,DTH Recharge,3867.33,69.65,188.56,265,UPI,Successful,Android,Urban,INR,2024-11-04 12:20:23
TXN_20241104_000026,USER_0092,2024-11-04 20:21:58,MERCH_0475,Merchant_0474,Electronics,iPhone 15,9437.57,246.16,0.0,0,Wallet Balance,Failed,Android,Urban,INR,2024-11-04 20:21:58
TXN_20241104_000027,USER_0391,2024-11-04 20:24:35,MERCH_0225,Merchant_0224,Entertainment,Game CD,1094.83,22.03,26.27,68,UPI,Successful,Android,Suburban,INR,2024-11-04 20:24:35
TXN_20241104_000028,USER_0443,2024-11-04 12:58:35,MERCH_0404,Merchant_0403,Bills,Property Tax,1198.1,29.68,49.46,75,UPI,Successful,Android,Urban,INR,2024-11-04 12:58:35
TXN_20241104_000029,USER_0648,2024-11-04 15:01:41,MERCH_0149,Merchant_0148,Food,Chicken Tikka,470.76,13.72,0.0,0,UPI,Failed,iOS,Urban,INR,2024-11-04 15:01:41
TXN_20241104_000030,USER_0198,2024-11-04 21:23:19,MERCH_0319,Merchant_0318,Entertainment,Magazine Subscription,3044.31,50.12,113.16,189,UPI,Successful,iOS,Urban,INR,2024-11-04 21:23:19
TXN_20241104_000031,USER_0454,2024-11-04 18:47:26,MERCH_0371,Merchant_0370,Fashion,Nike Air Max,948.85,24.05,38.79,54,UPI,Successful,iOS,Urban,INR,2024-11-04 18:47:26
TXN_20241104_000032,USER_0075,2024-11-04 07:29:52,MERCH_0132,Merchant_0131,Electronics,JBL Flip 6,2554.29,71.01,87.9,131,UPI,Successful,Android,Urban,INR,2024-11-04 07:29:52
TXN_20241104_000033,USER_0541,2024-11-04 09:21:33,MERCH_0067,Merchant_0066,Entertainment,YouTube Premium,5799.19,117.98,0.0,0,UPI,Failed,Android,Suburban,INR,2024-11-04 09:21:33
TXN_20241104_000034,USER_0078,2024-11-04 12:08:16,MERCH_0085,Merchant_0084,Education,Tuition Fee,911.96,23.94,43.46,89,UPI,Successful,Android,Suburban,INR,2024-11-04 12:08:16
TXN_20241104_000035,USER_0172,2024-11-04 10:14:59,MERCH_0164,Merchant_0163,Entertainment,Concert Pass,1125.2,31.5,11.53,62,Debit Card,Successful,iOS,Urban,INR,2024-11-04 10:14:59
TXN_20241104_000036,USER_0602,2024-11-04 07:59:29,MERCH_0080,Merchant_0079,Bills,Credit Card Payment,4986.62,143.93,156.41,356,UPI,Successful,Android,Urban,INR,2024-11-04 07:59:29
TXN_20241104_000037,USER_0813,2024-11-04 19:25:53,MERCH_0268,Merchant_0267,Bills,Maintenance Charges,3668.08,65.85,119.1,280,UPI,Successful,iOS,Suburban,INR,2024-11-04 19:25:53
TXN_20241104_000038,USER_0081,2024-11-04 13:31:35,MERCH_0117,Merchant_0116,Education,Textbook Set,3299.36,81.99,51.74,214,Debit Card,Successful,Android,Urban,INR,2024-11-04 13:31:35
TXN_20241104_000039,USER_0960,2024-11-04 00:56:56,MERCH_0169,Merchant_0168,Food,Sushi Platter,1222.45,22.04,6.83,67,Debit Card,Successful,Android,Urban,INR,2024-11-04 00:56:56
TXN_20241104_000040,USER_0952,2024-11-04 23:23:45,MERCH_0387,Merchant_0386,Electronics,Dell XPS 13,430.06,7.06,0.14,25,UPI,Successful,Android,Suburban,INR,2024-11-04 23:23:45
TXN_20241104_000041,USER_0389,2024-11-04 21:05:40,MERCH_0132,Merchant_0131,Entertainment,VR Headset,887.28,20.42,26.05,45,Credit Card,Successful,Android,Urban,INR,2024-11-04 21:05:40
TXN_20241104_000042,USER_0348,2024-11-04 13:28:35,MERCH_0410,Merchant_0409,Fashion,Ray-Ban Sunglasses,658.87,17.62,28.55,35,UPI,Successful,Android,Suburban,INR,2024-11-04 13:28:35
TXN_20241104_000043,USER_0892,2024-11-04 20:23:54,MERCH_0416,Merchant_0415,Education,Textbook Set,3234.23,60.33,11.82,306,Credit Card,Successful,Android,Suburban,INR,2024-11-04 20:23:54
TXN_20241104_000044,USER_0151,2024-11-04 10:44:13,MERCH_0144,Merchant_0143,Others,Toys Pack,2403.12,59.49,2.46,172,Credit Card,Successful,iOS,Urban,INR,2024-11-04 10:44:13
TXN_20241104_000045,USER_0940,2024-11-04 15:18:52,MERCH_0203,Merchant_0202,Health,Medical Checkup,993.65,24.63,20.19,57,UPI,Successful,iOS,Urban,INR,2024-11-04 15:18:52
TXN_20241104_000046,USER_0270,2024-11-04 16:36:24,MERCH_0476,Merchant_0475,Entertainment,Gaming Console,1178.65,17.95,15.44,98,Debit Card,Successful,Android,Urban,INR,2024-11-04 16:36:24
TXN_20241104_000047,USER_0330,2024-11-04 19:42:16,MERCH_0444,Merchant_0443,Fashion,Woodland Shoes,2909.25,57.81,121.13,252,Bank Transfer,Successful,iOS,Urban,INR,2024-11-04 19:42:16
TXN_20241104_000048,USER_0868,2024-11-04 04:53:46,MERCH_0122,Merchant_0121,Groceries,Milk 2L,1313.79,34.57,45.13,111,UPI,Successful,Android,Urban,INR,2024-11-04 04:53:46
TXN_20241104_000049,USER_0889,2024-11-04 04:38:53,MERCH_0246,Merchant_0245,Entertainment,Magazine Subscription,1011.16,26.45,4.25,66,UPI,Successful,Android,Urban,INR,2024-11-04 04:38:53
TXN_20241104_000050,USER_0263,2024-11-04 10:19:47,MERCH_0434,Merchant_0433,Food,Cake 1kg,13076.75,354.31,395.36,1278,UPI,Successful,Android,Urban,INR,2024-11-04 10:19:47
TXN_20241104_000051,USER_0689,2024-11-04 05:39:10,MERCH_0172,Merchant_0171,Food,Masala Dosa,1043.54,18.33,17.82,100,Credit Card,Successful,Android,Urban,INR,2024-11-04 05:39:10
TXN_20241104_000052,USER_0806,2024-11-04 19:56:14,MERCH_0215,Merchant_0214,Travel,Bike Rental,3528.54,74.73,104.51,199,Bank Transfer,Successful,Android,Urban,INR,2024-11-04 19:56:14
TXN_20241104_000053,USER_0891,2024-11-04 04:16:15,MERCH_0361,Merchant_0360,Travel,Bike Rental,2677.33,41.41,3.67,158,UPI,Successful,iOS,Urban,INR,2024-11-04 04:16:15
TXN_20241104_000054,USER_0864,2024-11-04 14:23:20,MERCH_0177,Merchant_0176,Education,Educational Software,394.15,7.13,12.37,33,Debit Card,Successful,Android,Urban,INR,2024-11-04 14:23:20
TXN_20241104_000055,USER_0873,2024-11-04 14:53:46,MERCH_0353,Merchant_0352,Groceries,Fruits Basket,916.91,18.29,33.5,49,Credit Card,Successful,Android,Urban,INR,2024-11-04 14:53:46
TXN_20241104_000056,USER_0088,2024-11-04 10:17:08,MERCH_0408,Merchant_0407,Electronics,Sony WH-1000XM5,4101.56,80.58,1.12,235,Wallet Balance,Successful,Web,Urban,INR,2024-11-04 10:17:08
TXN_20241104_000057,USER_0006,2024-11-04 19:39:43,MERCH_0273,Merchant_0272,Education,School Fee Payment,1585.28,28.7,3.24,156,Debit Card,Successful,Android,Urban,INR,2024-11-04 19:39:43
TXN_20241104_000058,USER_0734,2024-11-04 02:47:48,MERCH_0291,Merchant_0290,Entertainment,Book Novel,417.82,12.23,2.74,22,Debit Card,Successful,Android,Urban,INR,2024-11-04 02:47:48
TXN_20241104_000059,USER_0548,2024-11-04 22:35:41,MERCH_0368,Merchant_0367,Travel,Resort Package,2682.46,62.4,92.73,232,UPI,Successful,iOS,Suburban,INR,2024-11-04 22:35:41
TXN_20241104_000060,USER_0520,2024-11-04 07:35:10,MERCH_0306,Merchant_0305,Fashion,Zara Dress,1009.99,17.12,28.56,80,UPI,Successful,Android,Suburban,INR,2024-11-04 07:35:10
TXN_20241104_000061,USER_0344,2024-11-04 12:41:19,MERCH_0132,Merchant_0131,Education,Educational Software,2795.85,57.02,117.68,190,UPI,Successful,Web,Rural,INR,2024-11-04 12:41:19
TXN_20241104_000062,USER_0538,2024-11-04 18:37:07,MERCH_0326,Merchant_0325,Fashion,Van Heusen Shirt,26576.29,571.06,1199.96,1399,Credit Card,Successful,iOS,Urban,INR,2024-11-04 18:37:07
TXN_20241104_000063,USER_0035,2024-11-04 17:44:25,MERCH_0372,Merchant_0371,Bills,Credit Card Payment,2650.33,75.06,36.38,132,UPI,Successful,Android,Urban,INR,2024-11-04 17:44:25
TXN_20241104_000064,USER_0347,2024-11-04 13:58:56,MERCH_0121,Merchant_0120,Electronics,Sony WH-1000XM5,3334.82,93.49,60.39,207,Debit Card,Successful,iOS,Urban,INR,2024-11-04 13:58:56
TXN_20241104_000065,USER_0819,2024-11-04 19:02:40,MERCH_0353,Merchant_0352,Groceries,Sugar 5kg,1402.49,23.32,20.77,127,UPI,Successful,Android,Suburban,INR,2024-11-04 19:02:40
TXN_20241104_000066,USER_0762,2024-11-04 23:04:27,MERCH_0057,Merchant_0056,Travel,Bike Rental,590.17,12.85,15.72,41,Debit Card,Successful,Android,Urban,INR,2024-11-04 23:04:27
TXN_20241104_000067,USER_0777,2024-11-04 17:57:26,MERCH_0430,Merchant_0429,Entertainment,Movie Ticket 2,5033.77,123.76,183.98,361,UPI,Successful,Android,Urban,INR,2024-11-04 17:57:26
TXN_20241104_000068,USER_0491,2024-11-04 13:00:00,MERCH_0076,Merchant_0075,Others,Toys Pack,986.5,22.79,21.63,73,Credit Card,Successful,Web,Urban,INR,2024-11-04 13:00:00
TXN_20241104_000069,USER_0747,2024-11-04 11:46:52,MERCH_0254,Merchant_0253,Health,Vitamin Supplements,1437.73,38.61,6.77,72,Credit Card,Successful,Android,Suburban,INR,2024-11-04 11:46:52
TXN_20241104_000070,USER_0837,2024-11-04 16:53:46,MERCH_0068,Merchant_0067,Groceries,Fruits Basket,10866.89,234.37,312.39,608,UPI,Successful,Android,Urban,INR,2024-11-04 16:53:46
TXN_20241104_000071,USER_0423,2024-11-04 14:46:58,MERCH_0428,Merchant_0427,Health,Yoga Mat,1289.86,25.09,16.46,93,UPI,Successful,Web,Urban,INR,2024-11-04 14:46:58
TXN_20241104_000072,USER_0142,2024-11-04 23:41:36,MERCH_0125,Merchant_0124,Others,Sports Equipment,6095.63,97.9,73.45,338,Credit Card,Successful,iOS,Urban,INR,2024-11-04 23:41:36
TXN_20241104_000073,USER_0495,2024-11-04 10:02:56,MERCH_0056,Merchant_0055,Bills,Maintenance Charges,2663.72,67.03,54.95,137,UPI,Successful,iOS,Urban,INR,2024-11-04 10:02:56
TXN_20241104_000074,USER_0767,2024-11-04 22:43:33,MERCH_0265,Merchant_0264,Fashion,Ray-Ban Sunglasses,1039.93,24.7,1.94,75,Debit Card,Successful,iOS,Urban,INR,2024-11-04 22:43:33
TXN_20241104_000075,USER_0747,2024-11-04 16:17:00,MERCH_0093,Merchant_0092,Fashion,Nike Air Max,2543.78,64.55,15.39,140,Wallet Balance,Successful,iOS,Suburban,INR,2024-11-04 16:17:00
TXN_20241104_000076,USER_0529,2024-11-04 21:18:45,MERCH_0106,Merchant_0105,Others,Home Decor Item,883.22,13.57,34.57,47,UPI,Successful,iOS,Urban,INR,2024-11-04 21:18:45
TXN_20241104_000077,USER_0422,2024-11-04 13:42:29,MERCH_0468,Merchant_0467,Electronics,HP Pavilion,4468.13,89.61,41.67,268,Bank Transfer,Successful,Android,Suburban,INR,2024-11-04 13:42:29
TXN_20241104_000078,USER_0827,2024-11-04 14:19:06,MERCH_0165,Merchant_0164,Groceries,Sugar 5kg,6292.37,122.48,161.51,418,UPI,Successful,Android,Suburban,INR,2024-11-04 14:19:06
TXN_20241104_000079,USER_0288,2024-11-04 05:19:36,MERCH_0080,Merchant_0079,Fashion,Zara Dress,1898.86,31.26,80.25,145,UPI,Successful,Android,Suburban,INR,2024-11-04 05:19:36
TXN_20241104_000080,USER_0594,2024-11-04 07:31:20,MERCH_0334,Merchant_0333,Education,Workshop Pass,6922.11,203.94,122.38,506,Bank Transfer,Successful,Android,Urban,INR,2024-11-04 07:31:20
TXN_20241104_000081,USER_0636,2024-11-04 00:29:55,MERCH_0478,Merchant_0477,Electronics,Boat Airdopes,2121.91,54.06,14.93,169,UPI,Successful,iOS,Suburban,INR,2024-11-04 00:29:55
TXN_20241104_000082,USER_0657,2024-11-04 10:36:55,MERCH_0051,Merchant_0050,Travel,Flight Delhi-Mumbai,4512.08,129.0,60.92,257,UPI,Successful,Android,Urban,INR,2024-11-04 10:36:55
TXN_20241104_000083,USER_0772,2024-11-04 13:16:59,MERCH_0387,Merchant_0386,Education,Laptop for Study,34585.74,770.55,783.54,1844,UPI,Successful,Android,Rural,INR,2024-11-04 13:16:59
TXN_20241104_000084,USER_0251,2024-11-04 17:41:59,MERCH_0262,Merchant_0261,Health,Medicine Pack,21485.12,485.82,410.33,1231,Debit Card,Successful,Android,Urban,INR,2024-11-04 17:41:59
TXN_20241104_000085,USER_0513,2024-11-04 02:12:44,MERCH_0457,Merchant_0456,Food,Chicken Tikka,1506.35,33.35,10.56,134,UPI,Successful,Android,Urban,INR,2024-11-04 02:12:44
TXN_20241104_000086,USER_0197,2024-11-04 06:59:44,MERCH_0157,Merchant_0156,Electronics,Mi TV,2424.8,37.15,30.76,155,Credit Card,Successful,Android,Urban,INR,2024-11-04 06:59:44
TXN_20241104_000087,USER_0403,2024-11-04 22:28:06,MERCH_0107,Merchant_0106,Health,Protein Powder 1kg,630.2,14.64,0.0,0,UPI,Failed,Android,Rural,INR,2024-11-04 22:28:06
TXN_20241104_000088,USER_0378,2024-11-04 08:21:36,MERCH_0272,Merchant_0271,Others,Gift Card,4018.43,99.45,5.71,211,UPI,Successful,Android,Urban,INR,2024-11-04 08:21:36
TXN_20241104_000089,USER_0068,2024-11-04 18:24:58,MERCH_0367,Merchant_0366,Fashion,Adidas Ultraboost,2668.35,68.53,37.06,159,UPI,Successful,Android,Urban,INR,2024-11-04 18:24:58
TXN_20241104_000090,USER_0424,2024-11-04 18:47:54,MERCH_0418,Merchant_0417,Others,Sports Equipment,833.79,14.49,32.86,47,UPI,Successful,Android,Rural,INR,2024-11-04 18:47:54
TXN_20241104_000091,USER_0260,2024-11-04 13:14:48,MERCH_0061,Merchant_0060,Others,Toys Pack,5924.48,150.13,289.19,529,UPI,Successful,Android,Rural,INR,2024-11-04 13:14:48
TXN_20241104_000092,USER_0511,2024-11-04 21:00:36,MERCH_0041,Merchant_0040,Groceries,Chicken 1kg,1386.3,38.26,8.27,69,UPI,Successful,Android,Urban,INR,2024-11-04 21:00:36
TXN_20241104_000093,USER_0966,2024-11-04 23:35:34,MERCH_0249,Merchant_0248,Fashion,Bata Sandals,1073.94,16.31,27.23,71,UPI,Successful,iOS,Urban,INR,2024-11-04 23:35:34
TXN_20241104_000094,USER_0938,2024-11-04 18:25:42,MERCH_0068,Merchant_0067,Health,Yoga Mat,2695.92,47.95,112.56,195,UPI,Successful,Android,Urban,INR,2024-11-04 18:25:42
TXN_20241104_000095,USER_0714,2024-11-04 02:35:56,MERCH_0453,Merchant_0452,Education,E-Learning Subscription,1135.61,22.12,7.34,65,UPI,Successful,Android,Rural,INR,2024-11-04 02:35:56
TXN_20241104_000096,USER_0692,2024-11-04 18:21:32,MERCH_0143,Merchant_0142,Bills,DTH Recharge,1751.66,46.41,18.44,91,UPI,Successful,Android,Urban,INR,2024-11-04 18:21:32
TXN_20241104_000097,USER_0893,2024-11-04 02:10:36,MERCH_0436,Merchant_0435,Travel,Cab Ride 20km,10365.63,211.09,465.8,816,UPI,Successful,iOS,Urban,INR,2024-11-04 02:10:36
TXN_20241104_000098,USER_0322,2024-11-04 10:50:39,MERCH_0193,Merchant_0192,Food,Masala Dosa,977.81,16.37,43.82,79,Credit Card,Successful,iOS,Urban,INR,2024-11-04 10:50:39
TXN_20241104_000099,USER_0008,2024-11-04 21:24:06,MERCH_0438,Merchant_0437,Others,Toys Pack,3552.51,74.38,155.8,179,UPI,Successful,Android,Urban,INR,2024-11-04 21:24:06
TXN_20241104_000100,USER_0726,2024-11-04 12:31:12,MERCH_0404,Merchant_0403,Food,Ice Cream Tub,1008.78,27.32,35.81,67,Wallet Balance,Successful,iOS,Urban,INR,2024-11-04 12:31:12
TXN_20241104_000101,USER_0480,2024-11-04 09:07:22,MERCH_0210,Merchant_0209,Fashion,H&M T-Shirt,683.21,20.32,15.01,41,Debit Card,Successful,iOS,Urban,INR,2024-11-04 09:07:22
TXN_20241104_000102,USER_0675,2024-11-04 12:09:08,MERCH_0413,Merchant_0412,Health,Medicine Pack,1666.45,36.87,46.72,106,UPI,Successful,Android,Urban,INR,2024-11-04 12:09:08
TXN_20241104_000103,USER_0796,2024-11-04 10:28:12,MERCH_0089,Merchant_0088,Food,Pizza Large,26487.46,748.51,1281.84,1892,UPI,Successful,Android,Rural,INR,2024-11-04 10:28:12
TXN_20241104_000104,USER_0635,2024-11-04 16:07:06,MERCH_0281,Merchant_0280,Electronics,Dell XPS 13,3950.61,92.02,161.97,332,Debit Card,Successful,iOS,Rural,INR,2024-11-04 16:07:06
TXN_20241104_000105,USER_0939,2024-11-04 18:04:52,MERCH_0367,Merchant_0366,Travel,Bus Ticket Volvo,2869.96,49.82,80.54,171,Debit Card,Successful,Android,Rural,INR,2024-11-04 18:04:52
TXN_20241104_000106,USER_0121,2024-11-04 04:29:42,MERCH_0390,Merchant_0389,Others,Cosmetics,1070.04,18.24,23.08,82,UPI,Successful,Android,Urban,INR,2024-11-04 04:29:42
TXN_20241104_000107,USER_0649,2024-11-04 07:48:34,MERCH_0124,Merchant_0123,Health,Medical Checkup,1230.8,26.97,55.15,85,UPI,Successful,iOS,Urban,INR,2024-11-04 07:48:34
TXN_20241104_000108,USER_0874,2024-11-04 04:28:43,MERCH_0400,Merchant_0399,Fashion,Puma RS-X,410.15,6.23,17.21,22,UPI,Successful,Android,Suburban,INR,2024-11-04 04:28:43
TXN_20241104_000109,USER_0643,2024-11-04 17:28:30,MERCH_0040,Merchant_0039,Health,Medicine Pack,10883.86,286.42,389.88,664,Credit Card,Successful,Web,Urban,INR,2024-11-04 17:28:30
TXN_20241104_000110,USER_0796,2024-11-04 12:16:45,MERCH_0461,Merchant_0460,Groceries,Sugar 5kg,2365.89,64.39,40.9,138,UPI,Successful,Android,Suburban,INR,2024-11-04 12:16:45
TXN_20241104_000111,USER_0463,2024-11-04 21:39:57,MERCH_0199,Merchant_0198,Bills,Insurance Premium,2168.84,62.34,11.57,147,UPI,Successful,Android,Urban,INR,2024-11-04 21:39:57
TXN_20241104_000112,USER_0960,2024-11-04 02:16:48,MERCH_0139,Merchant_0138,Electronics,Lenovo ThinkPad,2216.86,59.63,77.06,156,UPI,Successful,iOS,Suburban,INR,2024-11-04 02:16:48
TXN_20241104_000113,USER_0096,2024-11-04 06:04:55,MERCH_0290,Merchant_0289,Electronics,iPhone 15,14620.05,258.2,541.69,1102,Wallet Balance,Successful,Android,Urban,INR,2024-11-04 06:04:55
TXN_20241104_000114,USER_0967,2024-11-04 03:46:26,MERCH_0404,Merchant_0403,Entertainment,Streaming Bundle,2439.38,49.59,119.98,154,UPI,Successful,iOS,Urban,INR,2024-11-04 03:46:26
TXN_20241104_000115,USER_0042,2024-11-04 12:37:42,MERCH_0277,Merchant_0276,Groceries,Wheat Flour 10kg,1491.39,33.09,10.88,94,Credit Card,Successful,iOS,Suburban,INR,2024-11-04 12:37:42
TXN_20241104_000116,USER_0080,2024-11-04 18:08:44,MERCH_0470,Merchant_0469,Others,Baby Products,10928.31,231.4,264.73,680,Credit Card,Successful,iOS,Suburban,INR,2024-11-04 18:08:44
TXN_20241104_000117,USER_0428,2024-11-04 20:05:11,MERCH_0025,ShopEasy India,Bills,Mobile Recharge,1588.18,33.36,0.0,0,Debit Card,Failed,iOS,Urban,INR,2024-11-04 20:05:11
TXN_20241104_000118,USER_0653,2024-11-04 14:51:25,MERCH_0385,Merchant_0384,Bills,Electricity Bill,333.09,9.46,5.78,21,Wallet Balance,Successful,iOS,Urban,INR,2024-11-04 14:51:25
TXN_20241104_000119,USER_0822,2024-11-04 02:42:15,MERCH_0408,Merchant_0407,Health,Gym Membership,392.68,10.94,8.75,22,Debit Card,Successful,Android,Urban,INR,2024-11-04 02:42:15
TXN_20241104_000120,USER_0455,2024-11-04 02:22:49,MERCH_0292,Merchant_0291,Electronics,Boat Airdopes,1492.62,29.53,8.25,87,UPI,Successful,Android,Suburban,INR,2024-11-04 02:22:49
TXN_20241104_000121,USER_0005,2024-11-04 04:26:12,MERCH_0134,Merchant_0133,Travel,Tour Package,2420.28,60.01,104.64,181,UPI,Successful,Android,Urban,INR,2024-11-04 04:26:12
TXN_20241104_000122,USER_0642,2024-11-04 11:25:32,MERCH_0447,Merchant_0446,Groceries,Tea Powder 1kg,4113.15,64.02,0.0,0,Wallet Balance,Failed,iOS,Urban,INR,2024-11-04 11:25:32
TXN_20241104_000123,USER_0059,2024-11-04 06:44:26,MERCH_0284,Merchant_0283,Education,Educational Software,721.76,13.29,23.75,38,Debit Card,Successful,iOS,Suburban,INR,2024-11-04 06:44:26
TXN_20241104_000124,USER_0874,2024-11-04 22:38:12,MERCH_0432,Merchant_0431,Entertainment,Magazine Subscription,1443.38,39.01,18.97,77,Debit Card,Successful,Android,Urban,INR,2024-11-04 22:38:12
TXN_20241104_000125,USER_0087,2024-11-04 20:46:26,MERCH_0255,Merchant_0254,Fashion,Levi's Jeans,804.6,14.31,13.16,46,UPI,Successful,Android,Urban,INR,2024-11-04 20:46:26
TXN_20241104_000126,USER_0564,2024-11-04 10:00:54,MERCH_0087,Merchant_0086,Bills,Gas Cylinder,5506.66,161.21,0.0,0,UPI,Failed,Web,Urban,INR,2024-11-04 10:00:54
TXN_20241104_000127,USER_0250,2024-11-04 07:40:13,MERCH_0051,Merchant_0050,Travel,Metro Card Recharge,6518.63,139.21,288.3,634,UPI,Successful,iOS,Urban,INR,2024-11-04 07:40:13
TXN_20241104_000128,USER_0272,2024-11-04 18:28:59,MERCH_0246,Merchant_0245,Bills,Credit Card Payment,12813.6,209.93,513.37,758,UPI,Successful,Android,Urban,INR,2024-11-04 18:28:59
TXN_20241104_000129,USER_0334,2024-11-04 15:53:10,MERCH_0042,Merchant_0041,Travel,Train Ticket AC,2569.68,50.78,64.41,227,UPI,Successful,Android,Urban,INR,2024-11-04 15:53:10
TXN_20241104_000130,USER_0922,2024-11-04 03:12:59,MERCH_0426,Merchant_0425,Bills,Water Bill,11676.06,302.41,433.41,1150,Debit Card,Successful,Android,Urban,INR,2024-11-04 03:12:59
